Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US250092503001,250092503001,"Block Group 1, Census Tract 2503, Essex County, Massachusetts",2191,230,1052,240,82,79,0,12,100,102,0,12,841,283,116,115,81,103,35,38
1500000US250092504001,250092504001,"Block Group 1, Census Tract 2504, Essex County, Massachusetts",1129,337,601,258,23,37,0,12,0,12,0,12,491,264,14,24,8,13,6,11
1500000US250092504002,250092504002,"Block Group 2, Census Tract 2504, Essex County, Massachusetts",2262,395,1520,391,44,39,0,12,0,12,0,12,670,285,28,31,16,25,12,19
1500000US250092504003,250092504003,"Block Group 3, Census Tract 2504, Essex County, Massachusetts",966,315,489,251,102,115,0,12,0,12,0,12,365,209,10,15,0,12,10,15
1500000US250092505001,250092505001,"Block Group 1, Census Tract 2505, Essex County, Massachusetts",2076,429,1231,437,0,12,0,12,0,12,0,12,845,382,0,12,0,12,0,12
1500000US250092505002,250092505002,"Block Group 2, Census Tract 2505, Essex County, Massachusetts",944,259,387,240,74,113,0,12,0,12,0,12,483,201,0,12,0,12,0,12
1500000US250092505003,250092505003,"Block Group 3, Census Tract 2505, Essex County, Massachusetts",1181,344,531,256,43,56,0,12,0,12,0,12,466,278,141,118,67,86,74,81
1500000US250092506001,250092506001,"Block Group 1, Census Tract 2506, Essex County, Massachusetts",1918,361,1197,352,29,39,0,12,7,11,0,12,667,320,18,29,18,29,0,12
1500000US250092506002,250092506002,"Block Group 2, Census Tract 2506, Essex County, Massachusetts",682,233,402,173,24,32,39,57,0,12,0,12,217,188,0,12,0,12,0,12
1500000US250092506003,250092506003,"Block Group 3, Census Tract 2506, Essex County, Massachusetts",1599,401,903,353,80,129,0,12,0,12,0,12,607,315,9,13,9,13,0,12
1500000US250092506004,250092506004,"Block Group 4, Census Tract 2506, Essex County, Massachusetts",1186,303,589,223,67,88,0,12,21,32,0,12,509,277,0,12,0,12,0,12
1500000US250092507001,250092507001,"Block Group 1, Census Tract 2507, Essex County, Massachusetts",1800,455,1224,415,10,24,0,12,21,41,0,12,544,295,1,2,0,12,1,2
1500000US250092507002,250092507002,"Block Group 2, Census Tract 2507, Essex County, Massachusetts",1653,430,876,341,107,97,0,12,7,11,0,12,386,239,277,251,55,90,222,229
1500000US250092507003,250092507003,"Block Group 3, Census Tract 2507, Essex County, Massachusetts",1338,370,526,283,180,249,0,12,33,50,0,12,599,330,0,12,0,12,0,12
1500000US250092508001,250092508001,"Block Group 1, Census Tract 2508, Essex County, Massachusetts",1514,629,1081,545,85,142,88,139,0,12,0,12,0,12,260,345,37,65,223,363
1500000US250092508002,250092508002,"Block Group 2, Census Tract 2508, Essex County, Massachusetts",1386,482,781,362,202,201,0,12,57,88,0,12,332,290,14,22,14,22,0,12
1500000US250092508003,250092508003,"Block Group 3, Census Tract 2508, Essex County, Massachusetts",2234,573,1105,460,184,186,0,12,0,12,0,12,889,494,56,45,14,18,42,42
1500000US250092508004,250092508004,"Block Group 4, Census Tract 2508, Essex County, Massachusetts",1332,584,590,381,132,184,0,12,105,136,0,12,505,472,0,12,0,12,0,12
1500000US250092508005,250092508005,"Block Group 5, Census Tract 2508, Essex County, Massachusetts",1335,586,1141,660,15,24,0,12,0,12,0,12,159,212,20,32,20,32,0,12
1500000US250092509001,250092509001,"Block Group 1, Census Tract 2509, Essex County, Massachusetts",849,212,427,195,0,12,24,35,0,12,0,12,388,161,10,14,10,14,0,12
1500000US250092509002,250092509002,"Block Group 2, Census Tract 2509, Essex County, Massachusetts",1191,240,742,249,42,41,0,12,0,12,0,12,398,158,9,15,9,15,0,12
1500000US250092510001,250092510001,"Block Group 1, Census Tract 2510, Essex County, Massachusetts",1597,209,730,189,81,59,48,43,0,12,0,12,698,247,40,31,9,21,31,32
1500000US250092511001,250092511001,"Block Group 1, Census Tract 2511, Essex County, Massachusetts",1222,205,736,179,71,51,0,12,0,12,0,12,387,156,28,30,8,14,20,27
1500000US250092511002,250092511002,"Block Group 2, Census Tract 2511, Essex County, Massachusetts",829,242,364,155,146,164,0,12,50,75,0,12,269,188,0,12,0,12,0,12
1500000US250092511003,250092511003,"Block Group 3, Census Tract 2511, Essex County, Massachusetts",717,292,340,199,4,12,0,12,0,12,0,12,373,244,0,12,0,12,0,12
1500000US250092512001,250092512001,"Block Group 1, Census Tract 2512, Essex County, Massachusetts",1404,176,827,199,19,28,54,58,0,12,0,12,438,136,66,81,16,22,50,78
1500000US250092513001,250092513001,"Block Group 1, Census Tract 2513, Essex County, Massachusetts",1455,270,647,216,145,135,0,12,0,12,0,12,583,235,80,80,57,71,23,37
1500000US250092513002,250092513002,"Block Group 2, Census Tract 2513, Essex County, Massachusetts",1085,256,665,283,36,49,0,12,0,12,0,12,384,171,0,12,0,12,0,12
1500000US250092513003,250092513003,"Block Group 3, Census Tract 2513, Essex County, Massachusetts",766,263,365,182,37,44,0,12,0,12,0,12,245,167,119,98,0,12,119,98
1500000US250092514001,250092514001,"Block Group 1, Census Tract 2514, Essex County, Massachusetts",2422,535,1181,461,372,224,0,12,51,130,0,12,788,423,30,32,14,20,16,24
1500000US250092514002,250092514002,"Block Group 2, Census Tract 2514, Essex County, Massachusetts",845,306,496,225,4,7,32,49,2,4,0,12,311,263,0,12,0,12,0,12
1500000US250092514003,250092514003,"Block Group 3, Census Tract 2514, Essex County, Massachusetts",789,267,535,245,0,12,0,12,85,140,0,12,140,77,29,45,0,12,29,45
1500000US250092514004,250092514004,"Block Group 4, Census Tract 2514, Essex County, Massachusetts",1155,388,648,267,85,126,0,12,13,21,0,12,409,291,0,12,0,12,0,12
1500000US250092515001,250092515001,"Block Group 1, Census Tract 2515, Essex County, Massachusetts",781,308,222,147,22,36,0,12,84,64,0,12,402,281,51,82,51,82,0,12
1500000US250092515002,250092515002,"Block Group 2, Census Tract 2515, Essex County, Massachusetts",1093,383,505,267,31,44,0,12,0,12,0,12,557,263,0,12,0,12,0,12
1500000US250092515003,250092515003,"Block Group 3, Census Tract 2515, Essex County, Massachusetts",1542,563,550,327,127,149,16,27,30,61,0,12,766,508,53,67,53,67,0,12
1500000US250092515004,250092515004,"Block Group 4, Census Tract 2515, Essex County, Massachusetts",862,470,591,454,0,12,0,12,0,12,0,12,271,213,0,12,0,12,0,12
1500000US250092515005,250092515005,"Block Group 5, Census Tract 2515, Essex County, Massachusetts",1852,627,797,489,97,115,0,12,200,297,0,12,678,365,80,106,21,35,59,97
1500000US250092516001,250092516001,"Block Group 1, Census Tract 2516, Essex County, Massachusetts",1250,351,688,210,8,13,0,12,80,89,0,12,391,292,83,121,83,121,0,12
1500000US250092516002,250092516002,"Block Group 2, Census Tract 2516, Essex County, Massachusetts",2661,495,1393,419,256,217,11,19,20,31,0,12,836,367,145,156,10,15,135,156
1500000US250092516003,250092516003,"Block Group 3, Census Tract 2516, Essex County, Massachusetts",1193,357,639,273,42,37,0,12,24,30,0,12,448,257,40,40,33,38,7,12
1500000US250092516004,250092516004,"Block Group 4, Census Tract 2516, Essex County, Massachusetts",1071,557,255,198,40,44,0,12,0,12,0,12,767,485,9,14,9,14,0,12
1500000US250092517001,250092517001,"Block Group 1, Census Tract 2517, Essex County, Massachusetts",1822,454,786,352,120,143,0,12,127,97,0,12,789,378,0,12,0,12,0,12
1500000US250092517002,250092517002,"Block Group 2, Census Tract 2517, Essex County, Massachusetts",1630,329,1170,228,34,39,0,12,221,193,0,12,82,90,123,104,44,75,79,83
1500000US250092517003,250092517003,"Block Group 3, Census Tract 2517, Essex County, Massachusetts",1054,301,636,264,16,32,0,12,28,42,0,12,315,199,59,61,59,61,0,12
1500000US250092517004,250092517004,"Block Group 4, Census Tract 2517, Essex County, Massachusetts",1019,462,501,363,25,39,0,12,19,28,0,12,474,319,0,12,0,12,0,12
1500000US250092518001,250092518001,"Block Group 1, Census Tract 2518, Essex County, Massachusetts",1600,631,1158,502,84,129,0,12,284,399,0,12,26,41,48,76,48,76,0,12
1500000US250092518002,250092518002,"Block Group 2, Census Tract 2518, Essex County, Massachusetts",2232,908,964,450,379,330,0,12,0,12,0,12,865,779,24,38,0,12,24,38
1500000US250092518003,250092518003,"Block Group 3, Census Tract 2518, Essex County, Massachusetts",2373,633,1827,586,183,205,0,12,66,99,0,12,182,177,115,122,65,102,50,64
1500000US250092518004,250092518004,"Block Group 4, Census Tract 2518, Essex County, Massachusetts",1907,575,1200,376,380,412,0,12,121,126,0,12,206,154,0,12,0,12,0,12
1500000US250092521011,250092521011,"Block Group 1, Census Tract 2521.01, Essex County, Massachusetts",1725,414,1239,346,157,206,0,12,36,56,0,12,282,175,11,18,0,12,11,18
1500000US250092521012,250092521012,"Block Group 2, Census Tract 2521.01, Essex County, Massachusetts",523,219,427,177,0,12,0,12,0,12,0,12,46,69,50,68,10,16,40,66
1500000US250092521013,250092521013,"Block Group 3, Census Tract 2521.01, Essex County, Massachusetts",1555,342,1218,305,69,72,0,12,58,107,0,12,123,170,87,114,0,12,87,114
1500000US250092521021,250092521021,"Block Group 1, Census Tract 2521.02, Essex County, Massachusetts",1156,269,1087,255,17,20,0,12,52,53,0,12,0,12,0,12,0,12,0,12
1500000US250092521022,250092521022,"Block Group 2, Census Tract 2521.02, Essex County, Massachusetts",1600,214,1510,217,65,86,0,12,12,19,0,12,0,12,13,20,0,12,13,20
1500000US250092521023,250092521023,"Block Group 3, Census Tract 2521.02, Essex County, Massachusetts",1373,264,1119,263,32,54,0,12,44,50,0,12,93,82,85,120,0,12,85,120
1500000US250092522011,250092522011,"Block Group 1, Census Tract 2522.01, Essex County, Massachusetts",1530,233,1421,225,9,14,0,12,11,16,0,12,64,59,25,33,0,12,25,33
1500000US250092522012,250092522012,"Block Group 2, Census Tract 2522.01, Essex County, Massachusetts",1760,247,1480,240,35,42,9,14,103,89,0,12,133,165,0,12,0,12,0,12
1500000US250092522021,250092522021,"Block Group 1, Census Tract 2522.02, Essex County, Massachusetts",1749,220,1470,234,30,46,0,12,159,113,0,12,46,71,44,51,0,12,44,51
1500000US250092522022,250092522022,"Block Group 2, Census Tract 2522.02, Essex County, Massachusetts",1349,255,1291,264,16,26,0,12,5,9,0,12,37,56,0,12,0,12,0,12
1500000US250092523001,250092523001,"Block Group 1, Census Tract 2523, Essex County, Massachusetts",309,303,299,303,7,8,0,12,3,9,0,12,0,12,0,12,0,12,0,12
1500000US250092523002,250092523002,"Block Group 2, Census Tract 2523, Essex County, Massachusetts",1707,676,966,542,97,79,254,396,0,12,0,12,340,320,50,71,44,70,6,13
1500000US250092523003,250092523003,"Block Group 3, Census Tract 2523, Essex County, Massachusetts",1608,453,1014,389,43,69,0,12,30,50,0,12,472,344,49,80,0,12,49,80
1500000US250092523004,250092523004,"Block Group 4, Census Tract 2523, Essex County, Massachusetts",1146,542,637,388,0,12,28,44,0,12,0,12,468,433,13,24,0,12,13,24
1500000US250092523005,250092523005,"Block Group 5, Census Tract 2523, Essex County, Massachusetts",1611,406,1123,279,36,60,126,186,16,27,0,12,105,109,205,204,146,201,59,66
1500000US250092523006,250092523006,"Block Group 6, Census Tract 2523, Essex County, Massachusetts",916,375,887,376,0,12,0,12,0,12,0,12,29,60,0,12,0,12,0,12
1500000US250092524001,250092524001,"Block Group 1, Census Tract 2524, Essex County, Massachusetts",1159,370,535,214,149,138,20,32,75,87,0,12,380,296,0,12,0,12,0,12
1500000US250092524002,250092524002,"Block Group 2, Census Tract 2524, Essex County, Massachusetts",1808,504,792,344,210,176,0,12,0,12,0,12,693,310,113,95,43,48,70,84
1500000US250092524003,250092524003,"Block Group 3, Census Tract 2524, Essex County, Massachusetts",1500,385,944,298,80,96,0,12,0,12,0,12,458,284,18,28,0,12,18,28
1500000US250092525011,250092525011,"Block Group 1, Census Tract 2525.01, Essex County, Massachusetts",2074,407,1484,427,223,199,0,12,68,82,0,12,299,181,0,12,0,12,0,12
1500000US250092525012,250092525012,"Block Group 2, Census Tract 2525.01, Essex County, Massachusetts",989,219,628,188,182,190,0,12,119,140,0,12,60,97,0,12,0,12,0,12
1500000US250092525013,250092525013,"Block Group 3, Census Tract 2525.01, Essex County, Massachusetts",992,256,688,206,66,86,0,12,0,12,0,12,158,129,80,124,0,12,80,124
1500000US250092525021,250092525021,"Block Group 1, Census Tract 2525.02, Essex County, Massachusetts",1142,298,1017,305,0,12,0,12,0,12,0,12,75,73,50,55,0,12,50,55
1500000US250092525022,250092525022,"Block Group 2, Census Tract 2525.02, Essex County, Massachusetts",1695,294,1417,288,18,20,0,12,201,204,0,12,59,80,0,12,0,12,0,12
1500000US250092525023,250092525023,"Block Group 3, Census Tract 2525.02, Essex County, Massachusetts",1005,334,803,266,127,208,0,12,25,40,0,12,9,21,41,75,0,12,41,75
1500000US250092525024,250092525024,"Block Group 4, Census Tract 2525.02, Essex County, Massachusetts",886,260,714,253,67,78,0,12,15,25,0,12,90,102,0,12,0,12,0,12
1500000US250092526011,250092526011,"Block Group 1, Census Tract 2526.01, Essex County, Massachusetts",1881,403,1584,368,112,180,0,12,133,128,0,12,16,26,36,59,0,12,36,59
1500000US250092526012,250092526012,"Block Group 2, Census Tract 2526.01, Essex County, Massachusetts",1158,334,986,322,0,12,0,12,0,12,0,12,77,119,95,146,0,12,95,146
1500000US250092526013,250092526013,"Block Group 3, Census Tract 2526.01, Essex County, Massachusetts",2725,631,2201,596,178,117,0,12,234,97,0,12,19,29,93,111,0,12,93,111
1500000US250092526014,250092526014,"Block Group 4, Census Tract 2526.01, Essex County, Massachusetts",1568,409,1438,383,0,12,0,12,31,48,0,12,99,134,0,12,0,12,0,12
1500000US250092526021,250092526021,"Block Group 1, Census Tract 2526.02, Essex County, Massachusetts",1087,229,735,183,0,12,0,12,177,141,0,12,57,69,118,110,0,12,118,110
1500000US250092526022,250092526022,"Block Group 2, Census Tract 2526.02, Essex County, Massachusetts",937,225,886,231,42,67,0,12,9,14,0,12,0,12,0,12,0,12,0,12
1500000US250092526023,250092526023,"Block Group 3, Census Tract 2526.02, Essex County, Massachusetts",410,108,366,125,0,12,0,12,44,48,0,12,0,12,0,12,0,12,0,12
1500000US250092526024,250092526024,"Block Group 4, Census Tract 2526.02, Essex County, Massachusetts",2113,281,1736,269,62,43,0,12,84,90,0,12,101,130,130,87,78,64,52,60
1500000US250092526031,250092526031,"Block Group 1, Census Tract 2526.03, Essex County, Massachusetts",2829,268,2422,282,99,135,0,12,150,150,0,12,109,80,49,46,10,17,39,43
1500000US250092531001,250092531001,"Block Group 1, Census Tract 2531, Essex County, Massachusetts",545,205,545,205,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092531002,250092531002,"Block Group 2, Census Tract 2531, Essex County, Massachusetts",1483,366,1245,404,146,172,0,12,56,94,0,12,0,12,36,59,0,12,36,59
1500000US250092531003,250092531003,"Block Group 3, Census Tract 2531, Essex County, Massachusetts",1066,280,971,291,0,12,0,12,95,114,0,12,0,12,0,12,0,12,0,12
1500000US250092531004,250092531004,"Block Group 4, Census Tract 2531, Essex County, Massachusetts",1406,338,1313,336,41,67,0,12,0,12,0,12,0,12,52,60,0,12,52,60
1500000US250092531005,250092531005,"Block Group 5, Census Tract 2531, Essex County, Massachusetts",813,304,638,265,0,12,0,12,0,12,0,12,143,110,32,50,0,12,32,50
1500000US250092532011,250092532011,"Block Group 1, Census Tract 2532.01, Essex County, Massachusetts",2153,296,2036,293,23,35,0,12,34,54,0,12,0,12,60,91,0,12,60,91
1500000US250092532012,250092532012,"Block Group 2, Census Tract 2532.01, Essex County, Massachusetts",961,185,833,183,30,51,0,12,36,36,0,12,0,12,62,57,0,12,62,57
1500000US250092532021,250092532021,"Block Group 1, Census Tract 2532.02, Essex County, Massachusetts",563,203,546,201,17,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092532022,250092532022,"Block Group 2, Census Tract 2532.02, Essex County, Massachusetts",2886,505,2277,448,243,260,8,16,252,172,0,12,16,21,90,92,8,15,82,92
1500000US250092532023,250092532023,"Block Group 3, Census Tract 2532.02, Essex County, Massachusetts",1229,342,1212,337,0,12,0,12,17,47,0,12,0,12,0,12,0,12,0,12
1500000US250092532024,250092532024,"Block Group 4, Census Tract 2532.02, Essex County, Massachusetts",2374,453,1737,280,224,278,0,12,107,124,0,12,187,184,119,165,16,28,103,162
1500000US250092532031,250092532031,"Block Group 1, Census Tract 2532.03, Essex County, Massachusetts",950,200,841,188,0,12,0,12,91,91,0,12,0,12,18,30,0,12,18,30
1500000US250092532032,250092532032,"Block Group 2, Census Tract 2532.03, Essex County, Massachusetts",1606,269,1451,223,0,12,0,12,85,67,0,12,13,20,57,75,0,12,57,75
1500000US250092532033,250092532033,"Block Group 3, Census Tract 2532.03, Essex County, Massachusetts",1833,310,1700,310,36,48,0,12,75,76,0,12,0,12,22,26,0,12,22,26
1500000US250092532041,250092532041,"Block Group 1, Census Tract 2532.04, Essex County, Massachusetts",1158,292,916,258,14,21,0,12,166,88,0,12,5,11,57,51,0,12,57,51
1500000US250092532042,250092532042,"Block Group 2, Census Tract 2532.04, Essex County, Massachusetts",3682,286,3179,301,25,39,0,12,360,159,0,12,0,12,118,57,0,12,118,57
1500000US250092532043,250092532043,"Block Group 3, Census Tract 2532.04, Essex County, Massachusetts",1066,250,850,245,0,12,0,12,197,108,0,12,0,12,19,21,0,12,19,21
1500000US250092532051,250092532051,"Block Group 1, Census Tract 2532.05, Essex County, Massachusetts",2593,256,2271,263,120,133,0,12,194,144,0,12,0,12,8,14,0,12,8,14
1500000US250092532052,250092532052,"Block Group 2, Census Tract 2532.05, Essex County, Massachusetts",1803,237,1695,239,0,12,0,12,97,72,0,12,0,12,11,17,0,12,11,17
1500000US250092541001,250092541001,"Block Group 1, Census Tract 2541, Essex County, Massachusetts",1040,252,869,183,0,12,0,12,110,117,0,12,1,9,60,66,0,12,60,66
1500000US250092541002,250092541002,"Block Group 2, Census Tract 2541, Essex County, Massachusetts",1527,332,1204,295,159,241,0,12,164,197,0,12,0,12,0,12,0,12,0,12
1500000US250092541003,250092541003,"Block Group 3, Census Tract 2541, Essex County, Massachusetts",1832,393,1709,387,0,12,0,12,87,69,0,12,36,58,0,12,0,12,0,12
1500000US250092541004,250092541004,"Block Group 4, Census Tract 2541, Essex County, Massachusetts",874,220,788,221,22,35,14,22,13,21,0,12,0,12,37,42,0,12,37,42
1500000US250092541005,250092541005,"Block Group 5, Census Tract 2541, Essex County, Massachusetts",968,268,749,272,0,12,0,12,188,132,0,12,0,12,31,52,0,12,31,52
1500000US250092542001,250092542001,"Block Group 1, Census Tract 2542, Essex County, Massachusetts",2914,314,2650,313,70,35,0,12,82,78,0,12,50,42,62,35,8,15,54,35
1500000US250092542002,250092542002,"Block Group 2, Census Tract 2542, Essex County, Massachusetts",1248,234,1131,236,0,12,0,12,83,59,0,12,0,12,34,35,0,12,34,35
1500000US250092542003,250092542003,"Block Group 3, Census Tract 2542, Essex County, Massachusetts",1067,236,889,241,0,12,19,32,56,49,0,12,79,123,24,37,0,12,24,37
1500000US250092543011,250092543011,"Block Group 1, Census Tract 2543.01, Essex County, Massachusetts",2521,371,1960,296,187,199,0,12,248,104,0,12,5,11,121,110,0,12,121,110
1500000US250092543012,250092543012,"Block Group 2, Census Tract 2543.01, Essex County, Massachusetts",1582,238,1370,236,0,12,0,12,161,80,0,12,24,37,27,30,0,12,27,30
1500000US250092543021,250092543021,"Block Group 1, Census Tract 2543.02, Essex County, Massachusetts",2682,242,2151,255,13,21,0,12,472,135,0,12,11,16,35,28,0,12,35,28
1500000US250092543022,250092543022,"Block Group 2, Census Tract 2543.02, Essex County, Massachusetts",857,181,750,208,0,12,0,12,103,91,0,12,4,11,0,12,0,12,0,12
1500000US250092543023,250092543023,"Block Group 3, Census Tract 2543.02, Essex County, Massachusetts",1186,223,1008,214,33,52,0,12,112,97,0,12,0,12,33,36,21,32,12,18
1500000US250092544011,250092544011,"Block Group 1, Census Tract 2544.01, Essex County, Massachusetts",3724,234,2801,250,146,158,19,31,564,151,0,12,56,70,138,104,42,49,96,88
