Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2017 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2017 inflation-adjusted dollars)
1500000US250250006022,250250006022,"Block Group 2, Census Tract 6.02, Suffolk County, Massachusetts",37095,9198
1500000US250250006023,250250006023,"Block Group 3, Census Tract 6.02, Suffolk County, Massachusetts",17981,13577
1500000US250250007011,250250007011,"Block Group 1, Census Tract 7.01, Suffolk County, Massachusetts",59414,11508
1500000US250250007012,250250007012,"Block Group 2, Census Tract 7.01, Suffolk County, Massachusetts",-,**
1500000US250250007013,250250007013,"Block Group 3, Census Tract 7.01, Suffolk County, Massachusetts",78438,58180
1500000US250250007014,250250007014,"Block Group 4, Census Tract 7.01, Suffolk County, Massachusetts",61146,20711
1500000US250250007015,250250007015,"Block Group 5, Census Tract 7.01, Suffolk County, Massachusetts",59089,22921
1500000US250250007031,250250007031,"Block Group 1, Census Tract 7.03, Suffolk County, Massachusetts",40377,13537
1500000US250250007032,250250007032,"Block Group 2, Census Tract 7.03, Suffolk County, Massachusetts",32113,2746
1500000US250250007041,250250007041,"Block Group 1, Census Tract 7.04, Suffolk County, Massachusetts",60152,16098
1500000US250250007042,250250007042,"Block Group 2, Census Tract 7.04, Suffolk County, Massachusetts",60441,19521
1500000US250250007043,250250007043,"Block Group 3, Census Tract 7.04, Suffolk County, Massachusetts",74286,19134
1500000US250250007044,250250007044,"Block Group 4, Census Tract 7.04, Suffolk County, Massachusetts",-,**
1500000US250250008021,250250008021,"Block Group 1, Census Tract 8.02, Suffolk County, Massachusetts",29569,20218
1500000US250250008022,250250008022,"Block Group 2, Census Tract 8.02, Suffolk County, Massachusetts",48409,15351
1500000US250250008023,250250008023,"Block Group 3, Census Tract 8.02, Suffolk County, Massachusetts",79688,79072
1500000US250250008024,250250008024,"Block Group 4, Census Tract 8.02, Suffolk County, Massachusetts",52396,39460
1500000US250250008025,250250008025,"Block Group 5, Census Tract 8.02, Suffolk County, Massachusetts",21906,3508
1500000US250250008031,250250008031,"Block Group 1, Census Tract 8.03, Suffolk County, Massachusetts",67647,14387
1500000US250250008032,250250008032,"Block Group 2, Census Tract 8.03, Suffolk County, Massachusetts",-,**
1500000US250250101031,250250101031,"Block Group 1, Census Tract 101.03, Suffolk County, Massachusetts",30888,1573
1500000US250250101032,250250101032,"Block Group 2, Census Tract 101.03, Suffolk County, Massachusetts",-,**
1500000US250250101033,250250101033,"Block Group 3, Census Tract 101.03, Suffolk County, Massachusetts",30781,13615
1500000US250250101041,250250101041,"Block Group 1, Census Tract 101.04, Suffolk County, Massachusetts",100089,31447
1500000US250250101042,250250101042,"Block Group 2, Census Tract 101.04, Suffolk County, Massachusetts",92115,51558
1500000US250250101043,250250101043,"Block Group 3, Census Tract 101.04, Suffolk County, Massachusetts",35125,27674
1500000US250250102031,250250102031,"Block Group 1, Census Tract 102.03, Suffolk County, Massachusetts",18826,9045
1500000US250250102032,250250102032,"Block Group 2, Census Tract 102.03, Suffolk County, Massachusetts",-,**
1500000US250250102033,250250102033,"Block Group 3, Census Tract 102.03, Suffolk County, Massachusetts",53068,19042
1500000US250250102034,250250102034,"Block Group 4, Census Tract 102.03, Suffolk County, Massachusetts",-,**
1500000US250250102041,250250102041,"Block Group 1, Census Tract 102.04, Suffolk County, Massachusetts",32672,18807
1500000US250250102042,250250102042,"Block Group 2, Census Tract 102.04, Suffolk County, Massachusetts",50313,32593
1500000US250250102043,250250102043,"Block Group 3, Census Tract 102.04, Suffolk County, Massachusetts",42625,22351
1500000US250250103001,250250103001,"Block Group 1, Census Tract 103, Suffolk County, Massachusetts",15750,14989
1500000US250250103002,250250103002,"Block Group 2, Census Tract 103, Suffolk County, Massachusetts",69514,6105
1500000US250250104031,250250104031,"Block Group 1, Census Tract 104.03, Suffolk County, Massachusetts",17527,4440
1500000US250250104032,250250104032,"Block Group 2, Census Tract 104.03, Suffolk County, Massachusetts",32143,31392
1500000US250250104033,250250104033,"Block Group 3, Census Tract 104.03, Suffolk County, Massachusetts",100074,71244
1500000US250250104041,250250104041,"Block Group 1, Census Tract 104.04, Suffolk County, Massachusetts",24141,17289
1500000US250250104042,250250104042,"Block Group 2, Census Tract 104.04, Suffolk County, Massachusetts",32188,26878
1500000US250250104043,250250104043,"Block Group 3, Census Tract 104.04, Suffolk County, Massachusetts",-,**
1500000US250250104051,250250104051,"Block Group 1, Census Tract 104.05, Suffolk County, Massachusetts",-,**
1500000US250250104052,250250104052,"Block Group 2, Census Tract 104.05, Suffolk County, Massachusetts",27917,9235
1500000US250250104053,250250104053,"Block Group 3, Census Tract 104.05, Suffolk County, Massachusetts",14856,1807
1500000US250250104081,250250104081,"Block Group 1, Census Tract 104.08, Suffolk County, Massachusetts",65893,11767
1500000US250250105001,250250105001,"Block Group 1, Census Tract 105, Suffolk County, Massachusetts",52212,42996
1500000US250250105002,250250105002,"Block Group 2, Census Tract 105, Suffolk County, Massachusetts",42375,25578
1500000US250250105003,250250105003,"Block Group 3, Census Tract 105, Suffolk County, Massachusetts",51318,13169
1500000US250250106001,250250106001,"Block Group 1, Census Tract 106, Suffolk County, Massachusetts",100060,28380
1500000US250250106002,250250106002,"Block Group 2, Census Tract 106, Suffolk County, Massachusetts",80938,51216
1500000US250250107011,250250107011,"Block Group 1, Census Tract 107.01, Suffolk County, Massachusetts",93056,64587
1500000US250250107012,250250107012,"Block Group 2, Census Tract 107.01, Suffolk County, Massachusetts",122000,22813
1500000US250250107013,250250107013,"Block Group 3, Census Tract 107.01, Suffolk County, Massachusetts",94205,47281
1500000US250250107021,250250107021,"Block Group 1, Census Tract 107.02, Suffolk County, Massachusetts",136719,26107
1500000US250250107022,250250107022,"Block Group 2, Census Tract 107.02, Suffolk County, Massachusetts",121806,44725
1500000US250250107023,250250107023,"Block Group 3, Census Tract 107.02, Suffolk County, Massachusetts",131250,46380
1500000US250250108011,250250108011,"Block Group 1, Census Tract 108.01, Suffolk County, Massachusetts",105833,31639
1500000US250250108012,250250108012,"Block Group 2, Census Tract 108.01, Suffolk County, Massachusetts",125625,24130
1500000US250250108013,250250108013,"Block Group 3, Census Tract 108.01, Suffolk County, Massachusetts",99904,61376
1500000US250250108021,250250108021,"Block Group 1, Census Tract 108.02, Suffolk County, Massachusetts",103400,13920
1500000US250250108022,250250108022,"Block Group 2, Census Tract 108.02, Suffolk County, Massachusetts",135625,22953
1500000US250250108023,250250108023,"Block Group 3, Census Tract 108.02, Suffolk County, Massachusetts",130694,21624
1500000US250250201011,250250201011,"Block Group 1, Census Tract 201.01, Suffolk County, Massachusetts",149464,141387
1500000US250250201012,250250201012,"Block Group 2, Census Tract 201.01, Suffolk County, Massachusetts",79939,10521
1500000US250250201013,250250201013,"Block Group 3, Census Tract 201.01, Suffolk County, Massachusetts",142014,56123
1500000US250250201014,250250201014,"Block Group 4, Census Tract 201.01, Suffolk County, Massachusetts",120833,25807
1500000US250250202001,250250202001,"Block Group 1, Census Tract 202, Suffolk County, Massachusetts",63455,6609
1500000US250250202002,250250202002,"Block Group 2, Census Tract 202, Suffolk County, Massachusetts",98393,18227
1500000US250250202003,250250202003,"Block Group 3, Census Tract 202, Suffolk County, Massachusetts",89712,27252
1500000US250250203011,250250203011,"Block Group 1, Census Tract 203.01, Suffolk County, Massachusetts",12464,7026
1500000US250250203012,250250203012,"Block Group 2, Census Tract 203.01, Suffolk County, Massachusetts",121750,26760
1500000US250250203021,250250203021,"Block Group 1, Census Tract 203.02, Suffolk County, Massachusetts",94531,34426
1500000US250250203031,250250203031,"Block Group 1, Census Tract 203.03, Suffolk County, Massachusetts",112955,19060
1500000US250250203032,250250203032,"Block Group 2, Census Tract 203.03, Suffolk County, Massachusetts",155238,38616
1500000US250250203033,250250203033,"Block Group 3, Census Tract 203.03, Suffolk County, Massachusetts",56036,29192
1500000US250250301001,250250301001,"Block Group 1, Census Tract 301, Suffolk County, Massachusetts",87639,12716
1500000US250250301002,250250301002,"Block Group 2, Census Tract 301, Suffolk County, Massachusetts",102417,50170
1500000US250250302001,250250302001,"Block Group 1, Census Tract 302, Suffolk County, Massachusetts",88690,12754
1500000US250250303001,250250303001,"Block Group 1, Census Tract 303, Suffolk County, Massachusetts",99712,41414
1500000US250250303002,250250303002,"Block Group 2, Census Tract 303, Suffolk County, Massachusetts",123182,84892
1500000US250250303003,250250303003,"Block Group 3, Census Tract 303, Suffolk County, Massachusetts",103776,20818
1500000US250250303004,250250303004,"Block Group 4, Census Tract 303, Suffolk County, Massachusetts",185461,85617
1500000US250250304001,250250304001,"Block Group 1, Census Tract 304, Suffolk County, Massachusetts",84803,23843
1500000US250250304002,250250304002,"Block Group 2, Census Tract 304, Suffolk County, Massachusetts",89595,22356
1500000US250250305001,250250305001,"Block Group 1, Census Tract 305, Suffolk County, Massachusetts",124881,77458
1500000US250250305002,250250305002,"Block Group 2, Census Tract 305, Suffolk County, Massachusetts",109276,10679
1500000US250250305003,250250305003,"Block Group 3, Census Tract 305, Suffolk County, Massachusetts",100320,30438
1500000US250250401001,250250401001,"Block Group 1, Census Tract 401, Suffolk County, Massachusetts",144276,30015
1500000US250250401002,250250401002,"Block Group 2, Census Tract 401, Suffolk County, Massachusetts",154301,15142
1500000US250250402001,250250402001,"Block Group 1, Census Tract 402, Suffolk County, Massachusetts",20625,10924
1500000US250250402002,250250402002,"Block Group 2, Census Tract 402, Suffolk County, Massachusetts",125417,31477
1500000US250250403001,250250403001,"Block Group 1, Census Tract 403, Suffolk County, Massachusetts",14365,5956
1500000US250250403002,250250403002,"Block Group 2, Census Tract 403, Suffolk County, Massachusetts",139125,29366
1500000US250250403003,250250403003,"Block Group 3, Census Tract 403, Suffolk County, Massachusetts",121908,36553
1500000US250250403004,250250403004,"Block Group 4, Census Tract 403, Suffolk County, Massachusetts",130455,52721
1500000US250250403005,250250403005,"Block Group 5, Census Tract 403, Suffolk County, Massachusetts",128750,51699
1500000US250250404011,250250404011,"Block Group 1, Census Tract 404.01, Suffolk County, Massachusetts",-,**
1500000US250250404012,250250404012,"Block Group 2, Census Tract 404.01, Suffolk County, Massachusetts",123375,70113
1500000US250250406001,250250406001,"Block Group 1, Census Tract 406, Suffolk County, Massachusetts",125039,24889
1500000US250250406002,250250406002,"Block Group 2, Census Tract 406, Suffolk County, Massachusetts",157757,19355
1500000US250250408011,250250408011,"Block Group 1, Census Tract 408.01, Suffolk County, Massachusetts",11789,708
1500000US250250408012,250250408012,"Block Group 2, Census Tract 408.01, Suffolk County, Massachusetts",19955,15874
1500000US250250408013,250250408013,"Block Group 3, Census Tract 408.01, Suffolk County, Massachusetts",119052,17140
1500000US250250501011,250250501011,"Block Group 1, Census Tract 501.01, Suffolk County, Massachusetts",55170,17373
1500000US250250501012,250250501012,"Block Group 2, Census Tract 501.01, Suffolk County, Massachusetts",22237,3055
1500000US250250501013,250250501013,"Block Group 3, Census Tract 501.01, Suffolk County, Massachusetts",49613,14003
1500000US250250502001,250250502001,"Block Group 1, Census Tract 502, Suffolk County, Massachusetts",47000,22018
1500000US250250502002,250250502002,"Block Group 2, Census Tract 502, Suffolk County, Massachusetts",47112,18159
1500000US250250502003,250250502003,"Block Group 3, Census Tract 502, Suffolk County, Massachusetts",51194,8226
1500000US250250502004,250250502004,"Block Group 4, Census Tract 502, Suffolk County, Massachusetts",68389,13630
1500000US250250503001,250250503001,"Block Group 1, Census Tract 503, Suffolk County, Massachusetts",60565,10617
1500000US250250503002,250250503002,"Block Group 2, Census Tract 503, Suffolk County, Massachusetts",13125,2538
1500000US250250504001,250250504001,"Block Group 1, Census Tract 504, Suffolk County, Massachusetts",62266,13088
1500000US250250504002,250250504002,"Block Group 2, Census Tract 504, Suffolk County, Massachusetts",54737,7491
1500000US250250505001,250250505001,"Block Group 1, Census Tract 505, Suffolk County, Massachusetts",56726,9989
1500000US250250506001,250250506001,"Block Group 1, Census Tract 506, Suffolk County, Massachusetts",45188,22313
1500000US250250506002,250250506002,"Block Group 2, Census Tract 506, Suffolk County, Massachusetts",100061,54533
1500000US250250507001,250250507001,"Block Group 1, Census Tract 507, Suffolk County, Massachusetts",47438,14430
1500000US250250507002,250250507002,"Block Group 2, Census Tract 507, Suffolk County, Massachusetts",60395,18575
1500000US250250507003,250250507003,"Block Group 3, Census Tract 507, Suffolk County, Massachusetts",64010,35317
1500000US250250509011,250250509011,"Block Group 1, Census Tract 509.01, Suffolk County, Massachusetts",58056,20793
1500000US250250509012,250250509012,"Block Group 2, Census Tract 509.01, Suffolk County, Massachusetts",60647,14550
1500000US250250509013,250250509013,"Block Group 3, Census Tract 509.01, Suffolk County, Massachusetts",41894,14323
1500000US250250510001,250250510001,"Block Group 1, Census Tract 510, Suffolk County, Massachusetts",65625,18842
1500000US250250510002,250250510002,"Block Group 2, Census Tract 510, Suffolk County, Massachusetts",24196,16025
1500000US250250510003,250250510003,"Block Group 3, Census Tract 510, Suffolk County, Massachusetts",48833,4327
1500000US250250511011,250250511011,"Block Group 1, Census Tract 511.01, Suffolk County, Massachusetts",103594,47247
1500000US250250511012,250250511012,"Block Group 2, Census Tract 511.01, Suffolk County, Massachusetts",40735,34990
1500000US250250511013,250250511013,"Block Group 3, Census Tract 511.01, Suffolk County, Massachusetts",68214,53813
1500000US250250511014,250250511014,"Block Group 4, Census Tract 511.01, Suffolk County, Massachusetts",67000,23397
1500000US250250512001,250250512001,"Block Group 1, Census Tract 512, Suffolk County, Massachusetts",-,**
1500000US250250512002,250250512002,"Block Group 2, Census Tract 512, Suffolk County, Massachusetts",59013,23211
1500000US250250512003,250250512003,"Block Group 3, Census Tract 512, Suffolk County, Massachusetts",73750,19870
1500000US250250601011,250250601011,"Block Group 1, Census Tract 601.01, Suffolk County, Massachusetts",155438,42981
1500000US250250601012,250250601012,"Block Group 2, Census Tract 601.01, Suffolk County, Massachusetts",95694,28939
1500000US250250601013,250250601013,"Block Group 3, Census Tract 601.01, Suffolk County, Massachusetts",121250,24989
1500000US250250601014,250250601014,"Block Group 4, Census Tract 601.01, Suffolk County, Massachusetts",111750,33284
1500000US250250602001,250250602001,"Block Group 1, Census Tract 602, Suffolk County, Massachusetts",111957,37203
1500000US250250602002,250250602002,"Block Group 2, Census Tract 602, Suffolk County, Massachusetts",113929,34077
1500000US250250603011,250250603011,"Block Group 1, Census Tract 603.01, Suffolk County, Massachusetts",122823,32637
1500000US250250603012,250250603012,"Block Group 2, Census Tract 603.01, Suffolk County, Massachusetts",92813,77020
1500000US250250603013,250250603013,"Block Group 3, Census Tract 603.01, Suffolk County, Massachusetts",87938,40662
1500000US250250604001,250250604001,"Block Group 1, Census Tract 604, Suffolk County, Massachusetts",103698,32393
1500000US250250604002,250250604002,"Block Group 2, Census Tract 604, Suffolk County, Massachusetts",132059,36985
1500000US250250604003,250250604003,"Block Group 3, Census Tract 604, Suffolk County, Massachusetts",89583,41337
1500000US250250604004,250250604004,"Block Group 4, Census Tract 604, Suffolk County, Massachusetts",93563,10028
1500000US250250604005,250250604005,"Block Group 5, Census Tract 604, Suffolk County, Massachusetts",101775,28468
1500000US250250605011,250250605011,"Block Group 1, Census Tract 605.01, Suffolk County, Massachusetts",129844,31368
1500000US250250605012,250250605012,"Block Group 2, Census Tract 605.01, Suffolk County, Massachusetts",100446,24923
1500000US250250605013,250250605013,"Block Group 3, Census Tract 605.01, Suffolk County, Massachusetts",101958,11629
1500000US250250605014,250250605014,"Block Group 4, Census Tract 605.01, Suffolk County, Massachusetts",114857,57486
1500000US250250605015,250250605015,"Block Group 5, Census Tract 605.01, Suffolk County, Massachusetts",148021,36054
1500000US250250606001,250250606001,"Block Group 1, Census Tract 606, Suffolk County, Massachusetts",151250,18750
1500000US250250607001,250250607001,"Block Group 1, Census Tract 607, Suffolk County, Massachusetts",22375,4569
1500000US250250607002,250250607002,"Block Group 2, Census Tract 607, Suffolk County, Massachusetts",17452,2598
1500000US250250608001,250250608001,"Block Group 1, Census Tract 608, Suffolk County, Massachusetts",102917,36940
1500000US250250608002,250250608002,"Block Group 2, Census Tract 608, Suffolk County, Massachusetts",96016,40861
1500000US250250608003,250250608003,"Block Group 3, Census Tract 608, Suffolk County, Massachusetts",117024,29479
1500000US250250608004,250250608004,"Block Group 4, Census Tract 608, Suffolk County, Massachusetts",104962,22067
1500000US250250610001,250250610001,"Block Group 1, Census Tract 610, Suffolk County, Massachusetts",107125,35857
1500000US250250610002,250250610002,"Block Group 2, Census Tract 610, Suffolk County, Massachusetts",15129,8938
1500000US250250610003,250250610003,"Block Group 3, Census Tract 610, Suffolk County, Massachusetts",20625,8483
1500000US250250611011,250250611011,"Block Group 1, Census Tract 611.01, Suffolk County, Massachusetts",27083,7438
1500000US250250611012,250250611012,"Block Group 2, Census Tract 611.01, Suffolk County, Massachusetts",11762,1509
1500000US250250612001,250250612001,"Block Group 1, Census Tract 612, Suffolk County, Massachusetts",161328,22710
1500000US250250612002,250250612002,"Block Group 2, Census Tract 612, Suffolk County, Massachusetts",71429,56551
1500000US250250612003,250250612003,"Block Group 3, Census Tract 612, Suffolk County, Massachusetts",104375,69233
1500000US250250701011,250250701011,"Block Group 1, Census Tract 701.01, Suffolk County, Massachusetts",139519,38694
1500000US250250701012,250250701012,"Block Group 2, Census Tract 701.01, Suffolk County, Massachusetts",25594,3267
1500000US250250701013,250250701013,"Block Group 3, Census Tract 701.01, Suffolk County, Massachusetts",-,**
1500000US250250701014,250250701014,"Block Group 4, Census Tract 701.01, Suffolk County, Massachusetts",106750,57446
1500000US250250701015,250250701015,"Block Group 5, Census Tract 701.01, Suffolk County, Massachusetts",181154,78164
1500000US250250701016,250250701016,"Block Group 6, Census Tract 701.01, Suffolk County, Massachusetts",-,**
1500000US250250701017,250250701017,"Block Group 7, Census Tract 701.01, Suffolk County, Massachusetts",23438,14999
1500000US250250701018,250250701018,"Block Group 8, Census Tract 701.01, Suffolk County, Massachusetts",-,**
1500000US250250702001,250250702001,"Block Group 1, Census Tract 702, Suffolk County, Massachusetts",-,**
1500000US250250702002,250250702002,"Block Group 2, Census Tract 702, Suffolk County, Massachusetts",21511,3580
1500000US250250702003,250250702003,"Block Group 3, Census Tract 702, Suffolk County, Massachusetts",23625,12510
1500000US250250703001,250250703001,"Block Group 1, Census Tract 703, Suffolk County, Massachusetts",136336,68978
1500000US250250703002,250250703002,"Block Group 2, Census Tract 703, Suffolk County, Massachusetts",106750,60848
1500000US250250703003,250250703003,"Block Group 3, Census Tract 703, Suffolk County, Massachusetts",62440,25483
1500000US250250703004,250250703004,"Block Group 4, Census Tract 703, Suffolk County, Massachusetts",165321,39639
1500000US250250704021,250250704021,"Block Group 1, Census Tract 704.02, Suffolk County, Massachusetts",25750,4334
1500000US250250705001,250250705001,"Block Group 1, Census Tract 705, Suffolk County, Massachusetts",182415,29153
1500000US250250705002,250250705002,"Block Group 2, Census Tract 705, Suffolk County, Massachusetts",11176,9198
1500000US250250705003,250250705003,"Block Group 3, Census Tract 705, Suffolk County, Massachusetts",119360,69108
1500000US250250705004,250250705004,"Block Group 4, Census Tract 705, Suffolk County, Massachusetts",20987,7568
1500000US250250706001,250250706001,"Block Group 1, Census Tract 706, Suffolk County, Massachusetts",124856,20809
1500000US250250706002,250250706002,"Block Group 2, Census Tract 706, Suffolk County, Massachusetts",180341,72869
1500000US250250707001,250250707001,"Block Group 1, Census Tract 707, Suffolk County, Massachusetts",108438,46638
1500000US250250707002,250250707002,"Block Group 2, Census Tract 707, Suffolk County, Massachusetts",96042,47804
1500000US250250708001,250250708001,"Block Group 1, Census Tract 708, Suffolk County, Massachusetts",67708,33935
1500000US250250708002,250250708002,"Block Group 2, Census Tract 708, Suffolk County, Massachusetts",92926,35235
1500000US250250708003,250250708003,"Block Group 3, Census Tract 708, Suffolk County, Massachusetts",106213,93345
1500000US250250709001,250250709001,"Block Group 1, Census Tract 709, Suffolk County, Massachusetts",81250,46752
1500000US250250709002,250250709002,"Block Group 2, Census Tract 709, Suffolk County, Massachusetts",38750,28362
1500000US250250711011,250250711011,"Block Group 1, Census Tract 711.01, Suffolk County, Massachusetts",71378,36576
1500000US250250711012,250250711012,"Block Group 2, Census Tract 711.01, Suffolk County, Massachusetts",120880,37015
1500000US250250711013,250250711013,"Block Group 3, Census Tract 711.01, Suffolk County, Massachusetts",16496,9137
1500000US250250712011,250250712011,"Block Group 1, Census Tract 712.01, Suffolk County, Massachusetts",124250,15679
1500000US250250712012,250250712012,"Block Group 2, Census Tract 712.01, Suffolk County, Massachusetts",18750,14879
1500000US250250801001,250250801001,"Block Group 1, Census Tract 801, Suffolk County, Massachusetts",31067,7676
1500000US250250801002,250250801002,"Block Group 2, Census Tract 801, Suffolk County, Massachusetts",36250,20300
1500000US250250803001,250250803001,"Block Group 1, Census Tract 803, Suffolk County, Massachusetts",39190,4963
1500000US250250804011,250250804011,"Block Group 1, Census Tract 804.01, Suffolk County, Massachusetts",46607,15759
1500000US250250804012,250250804012,"Block Group 2, Census Tract 804.01, Suffolk County, Massachusetts",15164,4003
1500000US250250805001,250250805001,"Block Group 1, Census Tract 805, Suffolk County, Massachusetts",20750,10630
1500000US250250805002,250250805002,"Block Group 2, Census Tract 805, Suffolk County, Massachusetts",25600,10442
1500000US250250806011,250250806011,"Block Group 1, Census Tract 806.01, Suffolk County, Massachusetts",23438,13909
1500000US250250806012,250250806012,"Block Group 2, Census Tract 806.01, Suffolk County, Massachusetts",18750,9546
1500000US250250806013,250250806013,"Block Group 3, Census Tract 806.01, Suffolk County, Massachusetts",10114,2353
1500000US250250808011,250250808011,"Block Group 1, Census Tract 808.01, Suffolk County, Massachusetts",23920,17118
1500000US250250808012,250250808012,"Block Group 2, Census Tract 808.01, Suffolk County, Massachusetts",29508,6570
1500000US250250809001,250250809001,"Block Group 1, Census Tract 809, Suffolk County, Massachusetts",49302,11768
1500000US250250809002,250250809002,"Block Group 2, Census Tract 809, Suffolk County, Massachusetts",55000,27216
1500000US250250809003,250250809003,"Block Group 3, Census Tract 809, Suffolk County, Massachusetts",61438,17912
1500000US250250810011,250250810011,"Block Group 1, Census Tract 810.01, Suffolk County, Massachusetts",-,**
1500000US250250810012,250250810012,"Block Group 2, Census Tract 810.01, Suffolk County, Massachusetts",16027,7410
1500000US250250810013,250250810013,"Block Group 3, Census Tract 810.01, Suffolk County, Massachusetts",70536,31540
1500000US250250810014,250250810014,"Block Group 4, Census Tract 810.01, Suffolk County, Massachusetts",28490,9753
1500000US250250811001,250250811001,"Block Group 1, Census Tract 811, Suffolk County, Massachusetts",52308,22291
1500000US250250811002,250250811002,"Block Group 2, Census Tract 811, Suffolk County, Massachusetts",29292,15963
1500000US250250811003,250250811003,"Block Group 3, Census Tract 811, Suffolk County, Massachusetts",76000,9577
1500000US250250812001,250250812001,"Block Group 1, Census Tract 812, Suffolk County, Massachusetts",17568,3830
1500000US250250812002,250250812002,"Block Group 2, Census Tract 812, Suffolk County, Massachusetts",63462,41866
1500000US250250813001,250250813001,"Block Group 1, Census Tract 813, Suffolk County, Massachusetts",15813,11143
1500000US250250813002,250250813002,"Block Group 2, Census Tract 813, Suffolk County, Massachusetts",-,**
1500000US250250813003,250250813003,"Block Group 3, Census Tract 813, Suffolk County, Massachusetts",16806,10240
1500000US250250814001,250250814001,"Block Group 1, Census Tract 814, Suffolk County, Massachusetts",32734,17827
1500000US250250814002,250250814002,"Block Group 2, Census Tract 814, Suffolk County, Massachusetts",46250,18175
1500000US250250814003,250250814003,"Block Group 3, Census Tract 814, Suffolk County, Massachusetts",37857,18078
1500000US250250815001,250250815001,"Block Group 1, Census Tract 815, Suffolk County, Massachusetts",45606,19864
1500000US250250815002,250250815002,"Block Group 2, Census Tract 815, Suffolk County, Massachusetts",25048,7822
1500000US250250817001,250250817001,"Block Group 1, Census Tract 817, Suffolk County, Massachusetts",18958,14684
1500000US250250817002,250250817002,"Block Group 2, Census Tract 817, Suffolk County, Massachusetts",-,**
1500000US250250817003,250250817003,"Block Group 3, Census Tract 817, Suffolk County, Massachusetts",39559,32677
1500000US250250817004,250250817004,"Block Group 4, Census Tract 817, Suffolk County, Massachusetts",33802,18494
1500000US250250817005,250250817005,"Block Group 5, Census Tract 817, Suffolk County, Massachusetts",60870,22780
1500000US250250818001,250250818001,"Block Group 1, Census Tract 818, Suffolk County, Massachusetts",36584,4083
1500000US250250818002,250250818002,"Block Group 2, Census Tract 818, Suffolk County, Massachusetts",31910,11832
1500000US250250818003,250250818003,"Block Group 3, Census Tract 818, Suffolk County, Massachusetts",18594,16754
1500000US250250819001,250250819001,"Block Group 1, Census Tract 819, Suffolk County, Massachusetts",38393,9334
1500000US250250819002,250250819002,"Block Group 2, Census Tract 819, Suffolk County, Massachusetts",14132,7997
1500000US250250819003,250250819003,"Block Group 3, Census Tract 819, Suffolk County, Massachusetts",-,**
1500000US250250819004,250250819004,"Block Group 4, Census Tract 819, Suffolk County, Massachusetts",21466,7597
1500000US250250820001,250250820001,"Block Group 1, Census Tract 820, Suffolk County, Massachusetts",32418,16617
1500000US250250820002,250250820002,"Block Group 2, Census Tract 820, Suffolk County, Massachusetts",46350,14332
1500000US250250820003,250250820003,"Block Group 3, Census Tract 820, Suffolk County, Massachusetts",31776,16225
1500000US250250821001,250250821001,"Block Group 1, Census Tract 821, Suffolk County, Massachusetts",-,**
1500000US250250821002,250250821002,"Block Group 2, Census Tract 821, Suffolk County, Massachusetts",18108,12396
1500000US250250821003,250250821003,"Block Group 3, Census Tract 821, Suffolk County, Massachusetts",22031,8520
1500000US250250901001,250250901001,"Block Group 1, Census Tract 901, Suffolk County, Massachusetts",17882,7611
1500000US250250901002,250250901002,"Block Group 2, Census Tract 901, Suffolk County, Massachusetts",31111,14015
1500000US250250901003,250250901003,"Block Group 3, Census Tract 901, Suffolk County, Massachusetts",39899,13114
1500000US250250901004,250250901004,"Block Group 4, Census Tract 901, Suffolk County, Massachusetts",30875,26739
1500000US250250901005,250250901005,"Block Group 5, Census Tract 901, Suffolk County, Massachusetts",31389,31290
1500000US250250902001,250250902001,"Block Group 1, Census Tract 902, Suffolk County, Massachusetts",36012,5577
1500000US250250902002,250250902002,"Block Group 2, Census Tract 902, Suffolk County, Massachusetts",19764,8201
1500000US250250902003,250250902003,"Block Group 3, Census Tract 902, Suffolk County, Massachusetts",32727,12005
1500000US250250903001,250250903001,"Block Group 1, Census Tract 903, Suffolk County, Massachusetts",30962,3176
1500000US250250903002,250250903002,"Block Group 2, Census Tract 903, Suffolk County, Massachusetts",26827,12766
1500000US250250903003,250250903003,"Block Group 3, Census Tract 903, Suffolk County, Massachusetts",-,**
1500000US250250904001,250250904001,"Block Group 1, Census Tract 904, Suffolk County, Massachusetts",29722,26028
1500000US250250904002,250250904002,"Block Group 2, Census Tract 904, Suffolk County, Massachusetts",34102,9243
1500000US250250904003,250250904003,"Block Group 3, Census Tract 904, Suffolk County, Massachusetts",-,**
1500000US250250904004,250250904004,"Block Group 4, Census Tract 904, Suffolk County, Massachusetts",69728,14735
1500000US250250906001,250250906001,"Block Group 1, Census Tract 906, Suffolk County, Massachusetts",47781,9961
1500000US250250906002,250250906002,"Block Group 2, Census Tract 906, Suffolk County, Massachusetts",36500,7213
1500000US250250907001,250250907001,"Block Group 1, Census Tract 907, Suffolk County, Massachusetts",44817,15910
1500000US250250907002,250250907002,"Block Group 2, Census Tract 907, Suffolk County, Massachusetts",77404,30209
1500000US250250907003,250250907003,"Block Group 3, Census Tract 907, Suffolk County, Massachusetts",44344,25935
1500000US250250907004,250250907004,"Block Group 4, Census Tract 907, Suffolk County, Massachusetts",85000,52314
1500000US250250909011,250250909011,"Block Group 1, Census Tract 909.01, Suffolk County, Massachusetts",29083,7383
1500000US250250909012,250250909012,"Block Group 2, Census Tract 909.01, Suffolk County, Massachusetts",24223,17190
